CustomerID,City,StateProvinceName,CountryRegionName,PostalCode,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
58303,Newcastle upon Tyne,England,United Kingdom,NT20,7/6/1966,Bachelors ,Professional,F,M,1,0,0,0,51208
65426,Erlangen,Bayern,Germany,91054,4/2/1965,Partial College,Clerical,F,S,1,1,2,2,36519
63679,Erlangen,Bayern,Germany,91054,7/13/1965,Partial College,Clerical,M,S,0,1,2,2,53908
92076,München,Nordrhein-Westfalen,Germany,80074,11/4/1965,Bachelors ,Skilled Manual,M,M,1,0,0,1,48052
65017,Paderborn,Nordrhein-Westfalen,Germany,33098,10/4/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,54369
73090,Runcorn,England,United Kingdom,TY31,2/11/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,57611
88726,Dunkerque,Nord,France,59140,7/18/1964,Partial College,Clerical,F,S,1,2,2,2,57697
89941,Saint-Denis,Seine Saint Denis,France,93400,5/15/1964,Partial College,Clerical,F,S,1,2,2,2,45904
90155,Colombes,Hauts de Seine,France,92700,4/15/1963,Partial College,Clerical,M,S,1,2,2,2,45756
84091,Chatou,Yveline,France,78400,6/9/1979,High School,Manual,F,S,1,2,4,4,20302
59385,Hannover,Nordrhein-Westfalen,Germany,30601,5/12/1979,Partial College,Clerical,F,S,0,1,3,3,54486
60380,Hof,Bayern,Germany,95010,8/16/1979,Partial College,Clerical,M,S,1,1,3,3,63437
69066,Reading,England,United Kingdom,RG7 5H7,4/19/1979,Partial College,Clerical,F,S,0,2,3,3,68012
98242,Saarlouis,Saarland,Germany,66740,11/11/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,76317
71650,London,England,United Kingdom,SW8 1XD,7/10/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,52950
66886,Frankfurt,Hessen,Germany,60323,9/18/1962,Partial College,Clerical,F,S,1,1,0,1,44501
78978,Neunkirchen,Saarland,Germany,66578,4/13/1962,Partial College,Clerical,M,S,0,1,0,1,71538
55669,Frankfurt,Hessen,Germany,60323,7/17/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,57409
84885,Roubaix,Nord,France,59100,6/26/1962,Bachelors ,Skilled Manual,F,M,1,1,0,1,46460
96394,Oxford,England,United Kingdom,OX14 4SE,11/26/1978,Partial College,Clerical,M,S,1,3,4,4,71480
50494,Dunkerque,Nord,France,59140,6/15/1977,High School,Manual,F,S,0,1,0,0,13577
54673,Lieusaint,Seine et Marne,France,77127,4/2/1975,Partial High School,Manual,M,S,0,2,0,0,12450
92679,Oxon,England,United Kingdom,OX16 8RS,3/28/1975,High School,Manual,F,S,0,1,0,0,19338
79088,Paris,Seine (Paris),France,75003,11/20/1976,High School,Manual,F,S,1,1,0,0,16291
87555,Stoke-on-Trent,England,United Kingdom,AS23,8/10/1976,Partial College,Clerical,M,S,0,1,0,0,55543
53173,Paris,Seine (Paris),France,75016,2/13/1975,Partial College,Clerical,F,S,1,1,0,0,46678
91931,Paderborn,Nordrhein-Westfalen,Germany,33098,6/22/1974,Partial High School,Manual,M,S,0,2,0,0,16556
70439,Tremblay-en-France,Seine Saint Denis,France,93290,1/10/1973,Partial High School,Manual,F,S,1,2,0,0,22574
78204,Woolston,England,United Kingdom,WA1 4SY,3/11/1973,Partial High School,Manual,M,S,0,2,0,0,23739
98437,Billericay,England,United Kingdom,CM11,8/22/1973,Partial High School,Manual,F,S,0,2,0,0,12272
52461,Portland,Oregon,United States,97205,8/22/1973,Graduate Degree,Skilled Manual,M,S,1,0,0,0,72766
99192,Royal Oak,British Columbia,Canada,V8X,10/3/1972,Graduate Degree,Skilled Manual,F,M,1,0,0,1,57694
89326,Langford,British Columbia,Canada,V9,6/19/1972,Graduate Degree,Skilled Manual,F,M,1,0,0,1,65466
85944,Lebanon,Oregon,United States,97355,10/25/1971,High School,Skilled Manual,M,M,1,3,4,4,47897
89995,National City,California,United States,91950,10/3/1971,Graduate Degree,Skilled Manual,M,S,1,0,0,1,97473
82576,Olympia,Washington,United States,98501,7/19/1971,Graduate Degree,Skilled Manual,F,M,1,0,0,1,92551
94604,Pantin,Seine Saint Denis,France,93500,9/9/1962,Graduate Degree,Clerical,F,S,0,0,0,1,33097
81476,Oxford,England,United Kingdom,OX1,6/8/1935,Graduate Degree,Clerical,F,M,0,0,0,1,73050
88507,York,England,United Kingdom,Y024 1GF,5/20/1958,Bachelors ,Manual,M,M,0,0,0,1,30196
76343,Leeds,England,United Kingdom,LE18,2/14/1957,Partial College,Manual,M,S,0,0,0,1,25749
77312,Warrington,England,United Kingdom,WA3 7BH,4/10/1957,Partial College,Manual,M,M,1,0,0,1,23144
81459,York,England,United Kingdom,YO15,11/12/1957,Partial College,Manual,F,S,1,0,0,1,21121
62377,Croix,Nord,France,59170,2/28/1957,Partial College,Manual,F,S,0,0,0,1,19883
79624,Drancy,Seine Saint Denis,France,93700,4/7/1956,Partial College,Manual,F,S,1,0,0,2,21047
84517,Oxon,England,United Kingdom,OX16 8RS,9/23/1956,Bachelors ,Clerical,F,M,1,0,0,1,43046
64331,Frankfurt am Main,Saarland,Germany,60061,2/12/1956,Bachelors ,Clerical,F,S,0,0,0,1,13871
60380,Bracknell,England,United Kingdom,RG12 8TB,1/4/1955,Partial College,Manual,M,S,1,1,0,2,39521
89115,Berlin,Saarland,Germany,14197,5/22/1937,Graduate Degree,Clerical,F,S,1,0,0,1,44499
52788,Milsons Point,New South Wales,Australia,2061,2/10/1980,Partial College,Manual,M,M,1,1,0,0,31026
51000,Wollongong,New South Wales,Australia,2500,11/3/1980,Partial College,Manual,F,M,1,1,0,0,15577
95755,Goulburn,New South Wales,Australia,2580,3/26/1980,Partial College,Manual,M,S,0,1,0,0,29058
70687,Port Macquarie,New South Wales,Australia,2444,3/21/1979,Partial College,Manual,M,M,0,1,0,0,22197
55414,Melbourne,Victoria,Australia,3000,8/19/1980,Bachelors ,Clerical,M,S,0,0,0,0,29955
54430,Seaford,Victoria,Australia,3198,10/12/1977,High School,Manual,M,S,0,2,0,0,15666
96915,Port Macquarie,New South Wales,Australia,2444,4/17/1976,High School,Manual,F,S,0,0,1,1,22108
66201,Gold Coast,Queensland,Australia,4217,4/7/1979,High School,Manual,F,S,0,0,1,1,19246
82949,Wollongong,New South Wales,Australia,2500,8/20/1979,Bachelors ,Clerical,F,M,0,0,0,0,23639
92761,Townsville,Queensland,Australia,4810,11/17/1979,Bachelors ,Clerical,F,S,0,0,0,0,33904
60174,Hervey Bay,Queensland,Australia,4655,8/12/1977,Partial College,Manual,M,S,1,0,0,0,25334
60774,Les Ulis,Essonne,France,91940,4/5/1961,Partial College,Manual,F,S,1,0,1,1,24225
72007,Gloucestershire,England,United Kingdom,GL7 1RY,10/17/1960,Partial College,Manual,F,S,1,0,1,1,17156
82308,Oxford,England,United Kingdom,OX1,4/1/1960,Partial College,Manual,F,S,1,0,1,1,25457
50561,Hamburg,Hamburg,Germany,20354,4/10/1958,Graduate Degree,Clerical,M,S,0,0,0,1,72417
73309,Stoke-on-Trent,England,United Kingdom,AS23,2/2/1960,Graduate Degree,Clerical,F,S,1,0,0,3,67953
60650,Villeneuve-d'Ascq,Nord,France,59491,9/16/1960,Bachelors ,Clerical,M,S,0,0,0,3,68425
74526,Billericay,England,United Kingdom,CM11,11/22/1960,Bachelors ,Clerical,F,M,0,0,0,3,53912
82278,London,England,United Kingdom,SW19 3RU,5/12/1959,Bachelors ,Clerical,M,M,1,0,0,0,65804
98362,Berlin,Hamburg,Germany,12311,9/25/1959,Bachelors ,Clerical,F,M,1,0,0,0,53536
52042,Berlin,Saarland,Germany,12171,4/3/1959,Bachelors ,Clerical,M,S,0,0,0,0,58252
64297,London,England,United Kingdom,C2H 7AU,9/13/1959,Graduate Degree,Clerical,M,M,0,0,0,3,71991
72760,Orleans,Loiret,France,45000,7/24/1958,Bachelors ,Clerical,F,M,0,0,0,1,46236
52760,Wokingham,England,United Kingdom,RG41 1QW,11/5/1970,High School,Manual,F,S,1,0,2,2,16575
66743,Leeds,England,United Kingdom,LE18,9/8/1970,Partial College,Manual,M,S,1,1,0,0,15694
74871,Watford,England,United Kingdom,WA3,3/5/1970,Partial College,Manual,M,S,0,1,0,0,28920
93542,Mühlheim,Hamburg,Germany,63151,3/17/1970,Partial College,Manual,M,S,1,1,0,0,24490
64299,Neunkirchen,Saarland,Germany,66578,3/4/1970,Partial College,Manual,F,S,0,1,0,0,28147
72699,Bracknell,England,United Kingdom,RG12 8TB,5/6/1969,High School,Manual,M,S,1,0,2,2,25163
68502,Runcorn,England,United Kingdom,TY31,5/13/1970,Graduate Degree,Clerical,M,M,1,0,0,0,65039
65124,Boulogne-sur-Mer,Pas de Calais,France,62200,6/14/1969,Partial College,Manual,M,S,0,1,0,0,30391
61290,Hannover,Nordrhein-Westfalen,Germany,30601,4/17/1969,Bachelors ,Clerical,F,S,0,0,0,0,55978
77520,Erlangen,Bayern,Germany,91054,8/20/1969,Graduate Degree,Clerical,M,M,1,0,0,0,77789
72782,London,England,United Kingdom,C2H 7AU,8/1/1969,Graduate Degree,Clerical,F,M,1,0,0,0,65602
98638,Hannover,Nordrhein-Westfalen,Germany,30601,3/13/1969,Graduate Degree,Skilled Manual,F,S,0,0,0,0,60183
91937,London,England,United Kingdom,W1Y 3RA,5/13/1952,Partial College,Manual,M,M,0,2,0,3,19145
95212,Stuttgart,Saarland,Germany,70452,3/1/1952,Partial College,Manual,M,S,0,2,0,3,29249
76069,Roubaix,Nord,France,59100,10/18/1951,High School,Manual,F,M,0,2,0,3,17200
62335,Saint Germain en Laye,Yveline,France,78100,3/25/1968,High School,Manual,M,S,1,0,3,3,21102
50048,Essen,Hamburg,Germany,45001,5/17/1968,Partial College,Manual,F,S,0,0,1,1,15065
96889,Kirkby,England,United Kingdom,KB9,8/3/1923,Graduate Degree,Clerical,M,M,1,0,0,1,76072
79685,Esher-Molesey,England,United Kingdom,EM15,10/8/1968,Bachelors ,Clerical,M,M,1,0,0,1,67286
88823,Kirkby,England,United Kingdom,KB9,5/27/1968,Graduate Degree,Clerical,F,S,1,0,0,0,57266
68768,London,England,United Kingdom,C2H 7AU,1/14/1968,Graduate Degree,Clerical,F,S,0,0,0,0,67244
66670,Peterborough,England,United Kingdom,PB12,5/14/1968,Bachelors ,Clerical,F,S,0,0,0,0,44207
80097,Runcorn,England,United Kingdom,TY31,12/16/1968,Bachelors ,Clerical,F,M,1,0,0,0,45158
80760,Solingen,Nordrhein-Westfalen,Germany,42651,10/19/1967,Partial High School,Manual,F,S,1,1,3,3,18944
71021,Newcastle upon Tyne,England,United Kingdom,NT20,6/17/1967,Partial College,Manual,M,M,1,1,1,1,20563
63924,Saint-Denis,Seine Saint Denis,France,93400,3/24/1967,Partial College,Manual,F,S,1,1,1,1,36068
83869,Hamburg,Hamburg,Germany,20354,3/16/1967,Bachelors ,Clerical,M,S,1,0,1,1,51662
70531,Metz,Moselle,France,57000,2/8/1967,Bachelors ,Clerical,F,S,0,1,1,1,36973
93346,London,England,United Kingdom,SE1 8HL,7/25/1966,High School,Manual,F,S,0,1,1,1,35028
85833,Chatou,Yveline,France,78400,11/27/1967,Bachelors ,Clerical,F,S,0,0,0,0,60463
79003,Pantin,Seine Saint Denis,France,93500,10/3/1967,Bachelors ,Clerical,F,S,0,0,0,0,63536
66477,Metz,Moselle,France,57000,8/20/1966,Bachelors ,Clerical,M,S,0,1,1,1,54613
54812,Eilenburg,Brandenburg,Germany,4838,4/20/1966,Bachelors ,Clerical,F,S,0,1,1,1,51227
96122,Les Ulis,Essonne,France,91940,11/15/1966,Bachelors ,Clerical,M,S,0,1,1,1,79400
88206,Hof,Bayern,Germany,95010,4/16/1965,High School,Manual,M,S,1,1,2,2,11110
56732,Leeds,England,United Kingdom,LE18,4/25/1964,Partial High School,Manual,M,S,1,1,2,5,22627
62717,Watford,England,United Kingdom,WA3,2/19/1964,Partial High School,Manual,M,S,1,1,2,3,20849
88563,Bobigny,Seine Saint Denis,France,93000,11/17/1964,High School,Manual,M,S,1,2,2,2,27849
97294,Colombes,Hauts de Seine,France,92700,8/6/1964,Bachelors ,Skilled Manual,F,M,1,2,1,1,45586
57521,Kirkby,England,United Kingdom,KB9,2/15/1964,Bachelors ,Skilled Manual,M,M,1,2,1,1,65629
68773,Boulogne-sur-Mer,Pas de Calais,France,62200,2/18/1966,Partial College,Manual,M,S,1,0,2,2,35260
91995,Lille,Nord,France,59000,6/22/1966,Bachelors ,Professional,F,M,0,0,0,0,66168
99601,London,England,United Kingdom,E17 6JF,5/28/1966,Bachelors ,Professional,F,M,0,0,0,0,64223
96448,London,England,United Kingdom,SW6 SBY,8/20/1966,Bachelors ,Professional,F,S,1,0,0,0,56677
99650,York,England,United Kingdom,Y03 4TN,8/1/1966,Graduate Degree,Skilled Manual,F,M,1,0,0,0,104299
89181,Leeds,England,United Kingdom,LE18,4/8/1963,Partial College,Manual,M,S,1,0,2,2,61995
92076,Pantin,Seine Saint Denis,France,93500,11/12/1963,Partial College,Clerical,M,S,1,0,2,2,63542
75632,Hof,Bayern,Germany,95010,6/23/1963,Partial College,Clerical,M,S,1,0,2,2,43064
62907,Paris,Seine (Paris),France,75007,7/23/1965,Partial College,Clerical,F,S,1,1,2,2,57509
77732,Paris,Seine (Paris),France,75003,4/15/1965,Partial College,Clerical,F,S,1,1,2,2,45167
96176,Hamburg,Hessen,Germany,22001,10/12/1965,Partial College,Clerical,M,S,1,2,2,2,52658
82718,München,Nordrhein-Westfalen,Germany,80074,5/3/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,57050
96942,Cergy,Val d'Oise,France,95000,11/26/1963,Partial College,Clerical,M,S,0,2,2,2,66284
99447,Villeneuve-d'Ascq,Nord,France,59491,9/3/1963,Partial College,Clerical,M,S,1,0,3,3,52661
78545,Hamburg,Hessen,Germany,22001,5/5/1979,Partial College,Clerical,F,S,1,1,3,3,45951
75954,London,England,United Kingdom,SW8 1XD,3/12/1979,Partial College,Clerical,M,S,1,2,3,3,59440
89197,London,England,United Kingdom,EC1R 0DU,11/11/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,64498
97054,Ingolstadt,Bayern,Germany,85049,9/19/1962,Partial College,Clerical,M,S,0,1,0,1,48063
63498,Les Ulis,Essonne,France,91940,4/13/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,84303
93620,Croix,Nord,France,59170,12/11/1962,Bachelors ,Skilled Manual,F,M,1,1,0,1,55746
73389,Duesseldorf,Hessen,Germany,40434,1/6/1978,Partial College,Clerical,F,S,1,2,3,3,47392
96554,London,England,United Kingdom,W1X3SE,8/17/1978,Partial College,Clerical,M,S,1,3,4,4,48945
70857,Boulogne-sur-Mer,Pas de Calais,France,62200,7/8/1977,High School,Manual,F,S,1,1,0,0,27594
96650,Drancy,Seine Saint Denis,France,93700,6/5/1977,High School,Manual,M,S,0,1,0,0,26849
55090,Paderborn,Nordrhein-Westfalen,Germany,33098,8/25/1975,Partial High School,Manual,M,M,1,2,0,0,13775
85535,Berlin,Hessen,Germany,12171,6/7/1975,Partial High School,Manual,F,M,0,2,0,0,11289
91335,Kiel,Saarland,Germany,24044,4/6/1975,High School,Manual,F,S,0,1,0,0,22646
82838,Les Ulis,Essonne,France,91940,7/8/1976,High School,Manual,M,S,0,1,0,0,14960
65560,Paris,Seine (Paris),France,75008,2/12/1976,High School,Manual,F,S,0,1,0,0,21364
80173,Berlin,Hessen,Germany,14111,3/25/1976,Partial High School,Manual,F,S,0,1,0,0,15213
77550,Hamburg,Hessen,Germany,22001,4/26/1976,Partial College,Clerical,F,S,1,1,0,0,39093
57609,Suresnes,Hauts de Seine,France,92150,6/1/1974,Partial High School,Manual,F,S,1,2,0,0,10680
84356,Dunkerque,Nord,France,59140,3/18/1974,Partial High School,Manual,F,S,0,2,0,0,17689
62423,Frankfurt am Main,Hamburg,Germany,60082,10/10/1974,Partial High School,Manual,F,M,0,2,0,0,11362
83682,Frankfurt,Hessen,Germany,60323,4/9/1973,Partial College,Clerical,M,S,0,1,0,0,54958
87190,Cliffside,British Columbia,Canada,V8Y 1L1,3/5/1956,Partial College,Professional,M,S,0,2,0,3,102634
91141,Shawnee,British Columbia,Canada,V9B 2C3,4/8/1965,Partial College,Professional,F,M,1,3,4,4,102870
60425,Sooke,British Columbia,Canada,V0,11/18/1965,Partial College,Professional,M,M,1,3,4,4,132251
59207,Edmonds,Washington,United States,98020,7/6/1965,Bachelors ,Management,M,S,1,4,1,3,127103
85183,Walla Walla,Washington,United States,99362,5/10/1965,Partial College,Professional,F,M,1,4,1,4,95451
55276,Long Beach,California,United States,90802,10/28/1965,Graduate Degree,Management,M,M,1,4,1,1,186271
88576,Ballard,Washington,United States,98107,7/24/1962,High School,Skilled Manual,F,M,1,2,3,4,54274
73813,Burlingame,California,United States,94010,7/19/1962,Bachelors ,Professional,F,S,0,1,0,1,85451
75179,Downey,California,United States,90241,2/26/1942,Bachelors ,Management,M,M,1,2,0,5,92595
96945,Puyallup,Washington,United States,98371,7/23/1943,Graduate Degree,Management,M,M,1,2,0,3,100023
80881,Kirkland,Washington,United States,98033,11/15/1943,Graduate Degree,Management,F,M,1,2,0,3,96106
70251,Bremerton,Washington,United States,98312,10/23/1943,Graduate Degree,Management,F,M,1,2,0,3,91210
98880,Cliffside,British Columbia,Canada,V8Y 1L1,3/25/1943,Bachelors ,Management,F,M,1,2,0,5,90573
80562,Grossmont,California,United States,91941,5/7/1943,Bachelors ,Management,M,M,1,2,0,5,104820
77284,Royal Oak,British Columbia,Canada,V8X,2/14/1943,Bachelors ,Management,M,M,1,2,0,5,103861
57617,La Jolla,California,United States,92806,8/11/1943,Bachelors ,Management,M,M,1,2,0,5,95252
53564,Sooke,British Columbia,Canada,V0,8/15/1943,Bachelors ,Management,M,M,1,2,0,5,130719
62644,Bremerton,Washington,United States,98312,2/19/1943,Bachelors ,Management,F,M,0,2,0,5,109766
82867,Corvallis,Oregon,United States,97330,6/25/1944,High School,Professional,F,M,1,2,0,4,61997
89995,Tacoma,Washington,United States,98403,7/11/1944,High School,Professional,F,M,0,2,0,4,35334
83185,Langley,British Columbia,Canada,V3A 4R2,4/10/1944,Bachelors ,Management,F,M,1,2,0,4,90912
92580,Berkeley,California,United States,94704,6/12/1945,High School,Professional,F,S,0,2,0,4,43799
53064,Ballard,Washington,United States,98107,12/21/1945,High School,Professional,M,M,1,2,0,4,37066
51464,Beaverton,Oregon,United States,97005,6/7/1945,High School,Professional,M,S,0,2,0,4,55801
97506,Kirkland,Washington,United States,98033,9/8/1945,High School,Professional,F,M,1,2,0,5,48541
97298,Concord,California,United States,94519,9/12/1945,High School,Professional,M,S,0,3,0,5,56052
73042,Woodland Hills,California,United States,91364,2/16/1945,High School,Professional,F,M,1,3,0,5,42385
87092,Concord,California,United States,94519,9/6/1945,Bachelors ,Management,F,M,1,2,0,5,76950
67852,Glendale,California,United States,91203,3/10/1945,Bachelors ,Management,F,M,1,2,0,5,87525
94736,Royal Oak,British Columbia,Canada,V8X,9/13/1946,Bachelors ,Management,M,S,1,3,0,5,105963
92178,Port Orchard,Washington,United States,98366,7/10/1946,Bachelors ,Management,F,M,1,4,0,5,86703
70056,Downey,California,United States,90241,6/4/1946,Bachelors ,Management,M,M,1,4,0,5,115308
96183,El Cajon,California,United States,92020,7/18/1946,Bachelors ,Management,M,M,0,2,0,4,115609
86726,Lebanon,Oregon,United States,97355,4/11/1946,Bachelors ,Management,M,M,0,2,0,4,99901
95512,Portland,Oregon,United States,97205,8/22/1947,Partial College,Professional,F,S,0,1,1,2,88811
64106,Cliffside,British Columbia,Canada,V8Y 1L1,5/11/1947,Partial College,Professional,M,M,1,1,1,2,105759
95685,Berkeley,California,United States,94704,11/7/1947,Partial College,Professional,M,M,1,1,1,2,103282
66954,Mill Valley,California,United States,94941,5/4/1947,Partial College,Professional,F,M,1,1,1,2,71560
71336,Corvallis,Oregon,United States,97330,5/20/1948,Partial College,Professional,F,S,0,1,1,2,86535
93632,Olympia,Washington,United States,98501,11/21/1948,Partial College,Professional,F,M,1,1,1,2,81238
60328,Renton,Washington,United States,98055,9/9/1948,Partial College,Professional,M,S,1,1,1,2,93777
70282,Renton,Washington,United States,98055,4/13/1948,Partial College,Professional,F,M,1,1,1,2,81952
63036,Seattle,Washington,United States,98104,8/10/1948,Partial College,Professional,F,S,1,1,1,2,77006
61436,Yakima,Washington,United States,98901,6/4/1948,Partial College,Professional,M,M,1,2,1,2,100983
86448,Westminster,British Columbia,Canada,V3L 1H4,9/21/1949,Partial College,Professional,M,M,1,2,1,2,85683
97795,Port Orchard,Washington,United States,98366,11/5/1949,Partial College,Professional,F,M,1,2,1,2,79836
85562,Burbank,California,United States,91502,7/22/1949,Bachelors ,Management,M,M,1,0,1,2,96939
93378,Long Beach,California,United States,90802,10/22/1949,Partial College,Professional,M,M,1,1,1,2,105915
97135,Oakland,California,United States,94611,11/25/1949,Partial College,Professional,F,M,1,2,1,4,81430
54298,Victoria,British Columbia,Canada,V8V,12/13/1950,Partial High School,Skilled Manual,F,M,1,2,1,2,55235
94776,Monroe,Washington,United States,98272,10/19/1950,Partial College,Professional,M,M,1,2,1,2,97130
59675,Everett,Washington,United States,98201,10/19/1950,Partial College,Professional,M,M,1,2,1,2,82638
56362,Concord,California,United States,94519,8/20/1950,Partial College,Professional,F,M,1,1,1,2,91529
99537,La Jolla,California,United States,92806,5/6/1950,Partial College,Professional,F,M,1,1,2,4,80001
55465,Edmonds,Washington,United States,98020,4/12/1951,High School,Professional,M,M,1,2,1,2,80383
58147,Bellflower,California,United States,90706,11/13/1951,Partial College,Professional,F,M,1,1,1,2,74473
54185,San Gabriel,California,United States,91776,4/3/1951,Partial College,Professional,M,S,1,2,2,4,99960
56469,Lynnwood,Washington,United States,98036,10/4/1952,Partial High School,Skilled Manual,M,M,1,2,1,2,85908
89608,Los Angeles,California,United States,90012,6/17/1952,Partial High School,Skilled Manual,M,M,1,2,1,2,73258
61020,N. Vancouver,British Columbia,Canada,V7L 4J4,1/13/1952,Partial High School,Skilled Manual,M,M,1,3,1,2,92365
74970,Burien,Washington,United States,98168,7/16/1952,Partial High School,Skilled Manual,M,M,1,3,1,2,76178
87134,Woodland Hills,California,United States,91364,3/11/1952,Partial High School,Skilled Manual,F,M,1,3,1,2,77289
79455,Torrance,California,United States,90505,12/14/1952,Partial High School,Skilled Manual,M,M,0,3,1,2,75086
72535,San Diego,California,United States,92102,7/11/1952,Partial High School,Skilled Manual,M,M,1,3,1,2,84392
50560,Portland,Oregon,United States,97205,2/5/1953,Partial College,Professional,M,M,1,1,3,4,93472
91485,Yakima,Washington,United States,98901,6/18/1953,Partial College,Professional,M,S,1,1,3,4,105742
58625,Gloucestershire,England,United Kingdom,GL7 1RY,5/8/1958,Partial College,Professional,F,M,1,1,4,4,117586
53513,Paris,Seine (Paris),France,75013,2/18/1957,Partial College,Professional,F,M,1,3,4,4,125662
78490,Grevenbroich,Bayern,Germany,41485,2/26/1957,Partial College,Professional,M,M,1,2,4,4,160747
93395,Billericay,England,United Kingdom,CM11,4/4/1956,Partial High School,Professional,F,M,0,4,4,4,135403
79413,Colombes,Hauts de Seine,France,92700,6/13/1955,High School,Professional,M,M,0,2,1,2,114975
77354,Bonn,Nordrhein-Westfalen,Germany,53131,11/10/1955,Partial College,Professional,F,M,1,4,4,4,143230
86136,Frankfurt,Bayern,Germany,91480,3/24/1955,Partial High School,Professional,F,S,1,4,4,4,126426
68668,Werne,Nordrhein-Westfalen,Germany,59368,2/5/1955,Partial College,Professional,M,S,0,3,4,4,169550
84157,Hamburg,Hamburg,Germany,20354,11/16/1954,Partial College,Professional,F,M,1,2,1,3,107294
63227,Bonn,Hamburg,Germany,53131,10/25/1944,Bachelors ,Management,F,M,1,2,0,5,106112
66059,London,England,United Kingdom,W1N 9FA,4/9/1944,Bachelors ,Management,F,M,1,4,4,4,141301
62677,West Sussex,England,United Kingdom,RH15 9UD,4/20/1944,Bachelors ,Management,F,S,0,2,4,4,139801
63621,Frankfurt am Main,Saarland,Germany,60061,6/15/1945,Partial College,Professional,M,M,1,2,0,5,108484
66686,Paderborn,Nordrhein-Westfalen,Germany,33098,4/7/1945,Partial College,Professional,M,M,0,2,0,5,115354
62805,Gloucestershire,England,United Kingdom,GL7 1RY,6/16/1945,Bachelors ,Management,M,M,1,4,4,4,163032
56587,Leeds,England,United Kingdom,LE18,9/24/1945,Bachelors ,Management,F,M,1,4,4,4,128949
60088,Hamburg,Hamburg,Germany,20354,8/10/1946,Bachelors ,Management,F,M,1,1,4,4,113071
93425,Offenbach,Saarland,Germany,63009,6/7/1946,Bachelors ,Management,F,M,1,4,4,4,125731
67420,Salzgitter,Hessen,Germany,38231,3/18/1946,Bachelors ,Management,M,S,1,0,5,5,164557
52635,London,England,United Kingdom,W1V 5RN,5/20/1953,Partial College,Professional,F,M,1,2,2,4,101990
69661,Villeneuve-d'Ascq,Nord,France,59491,11/13/1954,High School,Professional,M,M,1,3,4,4,116843
89094,Kassel,Hessen,Germany,34117,6/1/1954,Partial College,Professional,F,M,1,4,4,4,125545
67339,Warrington,England,United Kingdom,WA1,2/22/1954,High School,Professional,M,M,1,4,4,5,162686
68526,Runcorn,England,United Kingdom,TY31,7/12/1953,Bachelors ,Management,F,M,1,2,5,5,133475
63963,Roncq,Nord,France,59223,11/21/1952,Partial College,Professional,F,M,0,2,1,4,114100
76114,Billericay,England,United Kingdom,CM11,5/12/1952,Partial College,Professional,F,S,1,3,5,5,135598
50713,Gateshead,England,United Kingdom,GA10,10/19/1952,High School,Professional,M,M,1,3,5,5,164803
57474,Versailles,Yveline,France,78000,12/18/1951,High School,Professional,M,M,1,2,2,5,127442
65280,Oxon,England,United Kingdom,OX16 8RS,1/2/1950,Partial College,Management,M,M,1,3,5,5,167161
52658,Cergy,Val d'Oise,France,95000,8/27/1949,High School,Management,F,M,1,3,1,5,101535
58040,Boulogne-Billancourt,Hauts de Seine,France,92100,12/6/1948,Partial High School,Skilled Manual,M,S,1,3,1,5,91165
57474,Croix,Nord,France,59170,3/22/1948,High School,Management,M,M,1,3,1,5,132824
60438,Berlin,Saarland,Germany,14197,4/18/1947,Partial High School,Professional,M,M,1,4,4,4,122838
68667,Essen,Hamburg,Germany,45001,11/13/1947,Partial High School,Professional,M,M,1,0,5,5,109040
87669,Kiel,Saarland,Germany,24044,4/4/1947,Partial High School,Professional,F,S,1,3,5,5,137977
75295,London,England,United Kingdom,SW8 1XD,2/10/1947,High School,Management,M,M,1,4,5,5,154419
53379,Newcastle upon Tyne,England,United Kingdom,NT20,8/2/1947,Partial High School,Professional,M,M,1,4,5,5,160782
64506,Gold Coast,Queensland,Australia,4217,5/19/1975,Bachelors ,Professional,F,S,0,3,0,0,86514
69632,Coffs Harbour,New South Wales,Australia,2450,4/10/1976,Bachelors ,Professional,M,S,1,2,0,0,108069
65200,Findon,South Australia,Australia,5023,8/19/1976,Bachelors ,Professional,M,S,1,3,0,0,109190
96807,Brisbane,Queensland,Australia,4000,4/20/1976,Bachelors ,Professional,F,S,0,3,0,0,84175
61794,Darlinghurst,New South Wales,Australia,2010,10/7/1976,Bachelors ,Professional,F,S,0,3,0,0,75874
86502,Springwood,New South Wales,Australia,2777,8/18/1976,Bachelors ,Professional,F,M,0,3,0,0,80895
57550,Sydney,New South Wales,Australia,1002,3/13/1976,Bachelors ,Professional,M,M,0,2,0,0,123434
70726,Melbourne,Victoria,Australia,3000,5/18/1975,Bachelors ,Professional,M,S,0,3,0,0,128045
76884,Goulburn,New South Wales,Australia,2580,11/20/1974,Bachelors ,Professional,F,S,0,3,0,0,104246
